platform_code,time,latitude,longitude
,UTC,degrees_north,degrees_east
1101571,2026-09-03T12:59:00Z,-14.322,-3.2252
1101571,2026-09-03T13:59:00Z,-14.3138,-3.2384
1101571,2026-09-03T14:59:00Z,-14.3033,-3.2508
1101571,2026-09-03T15:59:00Z,-14.2933,-3.2648
1101571,2026-09-03T16:59:00Z,-14.2858,-3.2808
1101571,2026-09-03T17:59:00Z,-14.2773,-3.2982
1101571,2026-09-03T18:59:00Z,-14.268,-3.3141
1101571,2026-09-03T20:00:00Z,-14.26,-3.3315
1101571,2026-09-03T20:59:00Z,-14.2527,-3.351
1101571,2026-09-03T22:00:00Z,-14.2469,-3.3692
1101571,2026-09-03T22:59:00Z,-14.2426,-3.3849
1101571,2026-09-03T23:59:00Z,-14.2393,-3.3995
1101571,2026-09-04T00:59:00Z,-14.2367,-3.4122
1101571,2026-09-04T01:59:00Z,-14.2366,-3.4233
1101571,2026-09-04T02:59:00Z,-14.2352,-3.4369
1101571,2026-09-04T03:59:00Z,-14.2347,-3.4503
1101571,2026-09-04T04:59:00Z,-14.2336,-3.4653
1101571,2026-09-04T06:00:00Z,-14.2321,-3.4801
1101571,2026-09-04T06:59:00Z,-14.2303,-3.4928
1101571,2026-09-04T08:00:00Z,-14.2277,-3.5054
1101571,2026-09-04T08:59:00Z,-14.2245,-3.5183
1101571,2026-09-04T10:59:00Z,-14.2167,-3.5447
1101571,2026-09-04T12:00:00Z,-14.2137,-3.5597
1101571,2026-09-04T12:59:00Z,-14.2137,-3.5742
1101571,2026-09-04T13:59:00Z,-14.2127,-3.5904
1101571,2026-09-04T14:59:00Z,-14.212,-3.6062
1101571,2026-09-04T15:59:00Z,-14.2143,-3.622
1101571,2026-09-04T16:59:00Z,-14.2156,-3.6363
1101571,2026-09-04T17:59:00Z,-14.2149,-3.6485
1101571,2026-09-04T18:59:00Z,-14.2122,-3.6604
1101571,2026-09-04T19:59:00Z,-14.21,-3.6714
1101571,2026-09-04T20:59:00Z,-14.2084,-3.6808
1101571,2026-09-04T21:59:00Z,-14.2062,-3.6909
1101571,2026-09-04T23:00:00Z,-14.2023,-3.7006
1101571,2026-09-04T23:59:00Z,-14.1993,-3.7119
1101571,2026-09-05T00:59:00Z,-14.1981,-3.7227
1101571,2026-09-05T01:59:00Z,-14.1968,-3.7338
1101571,2026-09-05T02:59:00Z,-14.1958,-3.7415
1101571,2026-09-05T04:00:00Z,-14.1958,-3.75
1101571,2026-09-05T04:59:00Z,-14.195,-3.7589
1101571,2026-09-05T05:59:00Z,-14.1957,-3.7692
1101571,2026-09-05T06:59:00Z,-14.1931,-3.7806
1101571,2026-09-05T07:59:00Z,-14.1903,-3.7904
1101571,2026-09-05T08:59:00Z,-14.1869,-3.8018
1101571,2026-09-05T09:59:00Z,-14.1837,-3.8111
1101571,2026-09-05T10:59:00Z,-14.1808,-3.82
1101571,2026-09-05T12:00:00Z,-14.1791,-3.8313
1101571,2026-09-05T12:59:00Z,-14.1795,-3.8409
1101571,2026-09-05T13:59:00Z,-14.1787,-3.8512
1101571,2026-09-05T14:59:00Z,-14.1755,-3.8609
1101571,2026-09-05T16:00:00Z,-14.1701,-3.8698
1101571,2026-09-05T16:59:00Z,-14.1654,-3.8787
1101571,2026-09-05T17:59:00Z,-14.1615,-3.8873
1101571,2026-09-05T18:59:00Z,-14.1579,-3.8955
1101571,2026-09-05T19:59:00Z,-14.1533,-3.9044
1101571,2026-09-05T20:59:00Z,-14.1504,-3.9141
1101571,2026-09-05T22:00:00Z,-14.1486,-3.9238
1101571,2026-09-05T22:59:00Z,-14.1447,-3.933
1101571,2026-09-05T23:59:00Z,-14.1419,-3.9424
1101571,2026-09-06T00:59:00Z,-14.1376,-3.9531
1101571,2026-09-06T02:00:00Z,-14.1337,-3.9634
1101571,2026-09-06T03:00:00Z,-14.1297,-3.9725
1101571,2026-09-06T03:59:00Z,-14.1255,-3.981
1101571,2026-09-06T05:00:00Z,-14.1199,-3.989
1101571,2026-09-06T05:59:00Z,-14.1157,-3.997
1101571,2026-09-06T06:59:00Z,-14.1127,-4.0069
1101571,2026-09-06T08:00:00Z,-14.1078,-4.0168
1101571,2026-09-06T08:59:00Z,-14.1044,-4.0279
1101571,2026-09-06T09:59:00Z,-14.1004,-4.0376
1101571,2026-09-06T10:59:00Z,-14.0948,-4.0462
1101571,2026-09-06T12:00:00Z,-14.091,-4.0586
1101571,2026-09-06T12:59:00Z,-14.0856,-4.0732
1101571,2026-09-06T13:59:00Z,-14.0789,-4.0861
1101571,2026-09-06T14:59:00Z,-14.0751,-4.101
1101571,2026-09-06T15:59:00Z,-14.0721,-4.1178
1101571,2026-09-06T16:59:00Z,-14.0734,-4.1317
1101571,2026-09-06T18:00:00Z,-14.0777,-4.1439
1101571,2026-09-06T19:00:00Z,-14.0822,-4.157
1101571,2026-09-06T20:00:00Z,-14.0865,-4.1696
1101571,2026-09-06T20:59:00Z,-14.0907,-4.181
1101571,2026-09-06T22:00:00Z,-14.0946,-4.1909
1101571,2026-09-06T22:59:00Z,-14.0947,-4.2007
1101571,2026-09-07T00:00:00Z,-14.0936,-4.21
1101571,2026-09-07T00:59:00Z,-14.0916,-4.2172
1101571,2026-09-07T02:00:00Z,-14.0882,-4.2253
1101571,2026-09-07T02:59:00Z,-14.088,-4.2332
1101571,2026-09-07T04:00:00Z,-14.0895,-4.2427
1101571,2026-09-07T04:59:00Z,-14.0917,-4.2515
1101571,2026-09-07T05:59:00Z,-14.0928,-4.2581
1101571,2026-09-07T07:00:00Z,-14.0937,-4.2675
1101571,2026-09-07T07:59:00Z,-14.0934,-4.2759
1101571,2026-09-07T08:59:00Z,-14.0911,-4.2868
1101571,2026-09-07T09:59:00Z,-14.0895,-4.2982
1101571,2026-09-07T10:59:00Z,-14.0896,-4.3109
1101571,2026-09-07T12:00:00Z,-14.0882,-4.3238
1101571,2026-09-07T12:59:00Z,-14.0853,-4.3371
1101571,2026-09-07T13:59:00Z,-14.0846,-4.3512
1101571,2026-09-07T14:59:00Z,-14.083,-4.3668
1101571,2026-09-07T16:00:00Z,-14.0808,-4.3819
1101571,2026-09-07T16:59:00Z,-14.0784,-4.3945
1101571,2026-09-07T17:59:00Z,-14.0739,-4.4068
1101571,2026-09-07T18:59:00Z,-14.0711,-4.4193
1101571,2026-09-07T20:00:00Z,-14.0686,-4.4312
1101571,2026-09-07T20:59:00Z,-14.0655,-4.4433
1101571,2026-09-07T21:59:00Z,-14.0652,-4.458
1101577,2026-06-09T00:59:00Z,13.066,-42.4007
1101577,2026-06-09T01:59:00Z,13.0616,-42.423
1101577,2026-06-09T03:00:00Z,13.0597,-42.4455
1101577,2026-06-09T03:59:00Z,13.0557,-42.4673
1101577,2026-06-09T05:00:00Z,13.0509,-42.4888
1101577,2026-06-09T05:59:00Z,13.0434,-42.5122
1101577,2026-06-09T06:59:00Z,13.0401,-42.5374
1101577,2026-06-09T07:59:00Z,13.0352,-42.5639
1101577,2026-06-09T08:59:00Z,13.0342,-42.5899
1101577,2026-06-09T10:00:00Z,13.0352,-42.6144
1101577,2026-06-09T10:59:00Z,13.0358,-42.6395
1101577,2026-06-09T11:59:00Z,13.0334,-42.6628
1101577,2026-06-09T12:59:00Z,13.0307,-42.6864
1101577,2026-06-09T14:00:00Z,13.0292,-42.7097
1101577,2026-06-09T14:59:00Z,13.0273,-42.7336
1101577,2026-06-09T15:59:00Z,13.0227,-42.7556
1101577,2026-06-09T16:59:00Z,13.0164,-42.7811
1101577,2026-06-09T17:59:00Z,13.0115,-42.8076
1101577,2026-06-09T18:59:00Z,13.0082,-42.833
1101577,2026-06-09T19:59:00Z,13.0053,-42.8564
1101577,2026-06-09T20:59:00Z,13.0002,-42.8792
1101577,2026-06-09T21:59:00Z,12.9956,-42.9002
1101577,2026-06-09T22:59:00Z,12.9957,-42.9215
1101577,2026-06-09T23:59:00Z,12.9943,-42.9429
1101577,2026-06-10T01:00:00Z,12.991,-42.9636
1101577,2026-06-10T01:59:00Z,12.9876,-42.9838
1101577,2026-06-10T02:59:00Z,12.9863,-43.0059
1101577,2026-06-10T03:59:00Z,12.9833,-43.0276
1101577,2026-06-10T04:59:00Z,12.9795,-43.0468
1101577,2026-06-10T06:00:00Z,12.9766,-43.0646
1101577,2026-06-10T06:59:00Z,12.9748,-43.0819
1101577,2026-06-10T07:59:00Z,12.9713,-43.0989
1101577,2026-06-10T08:59:00Z,12.9662,-43.1159
1101577,2026-06-10T09:59:00Z,12.9578,-43.1323
1101577,2026-06-10T11:00:00Z,12.955,-43.149
1101577,2026-06-10T11:59:00Z,12.9527,-43.167
1101577,2026-06-10T12:59:00Z,12.948,-43.1847
1101577,2026-06-10T14:00:00Z,12.9411,-43.2033
1101577,2026-06-10T14:59:00Z,12.935,-43.2202
1101577,2026-06-10T15:59:00Z,12.9319,-43.2387
1101577,2026-06-10T16:59:00Z,12.9294,-43.2587
1101577,2026-06-10T18:00:00Z,12.9226,-43.278
1101577,2026-06-10T18:59:00Z,12.92,-43.296
1101577,2026-06-10T19:59:00Z,12.9137,-43.3138
1101577,2026-06-10T21:00:00Z,12.9097,-43.3327
1101577,2026-06-10T21:59:00Z,12.9033,-43.3494
1101577,2026-06-10T22:59:00Z,12.8969,-43.3663
1101577,2026-06-11T00:00:00Z,12.8857,-43.3827
1101577,2026-06-11T01:00:00Z,12.8737,-43.3984
1101577,2026-06-11T01:59:00Z,12.8626,-43.4155
1101577,2026-06-11T03:00:00Z,12.8502,-43.4332
1101577,2026-06-11T03:59:00Z,12.8351,-43.4525
1101577,2026-06-11T04:59:00Z,12.8252,-43.4738
1101577,2026-06-11T05:59:00Z,12.8214,-43.4943
1101577,2026-06-11T06:59:00Z,12.8165,-43.513
1101577,2026-06-11T08:00:00Z,12.8118,-43.5315
1101577,2026-06-11T08:59:00Z,12.8059,-43.5477
1101577,2026-06-11T10:00:00Z,12.7995,-43.5652
1101577,2026-06-11T10:59:00Z,12.7952,-43.5816
1101577,2026-06-11T12:00:00Z,12.7857,-43.6
1101577,2026-06-11T12:59:00Z,12.7714,-43.6194
1101577,2026-06-11T13:59:00Z,12.7574,-43.639
1101577,2026-06-11T14:59:00Z,12.7487,-43.6582
1101577,2026-06-11T15:59:00Z,12.7452,-43.6763
1101577,2026-06-11T17:00:00Z,12.7425,-43.6947
1101577,2026-06-11T17:59:00Z,12.7401,-43.7118
1101577,2026-06-11T18:59:00Z,12.737,-43.7302
1101577,2026-06-11T19:59:00Z,12.7335,-43.7486
1101577,2026-06-11T20:59:00Z,12.7281,-43.7656
1101577,2026-06-11T22:00:00Z,12.7212,-43.7824
1101577,2026-06-11T22:59:00Z,12.7142,-43.7997
1101577,2026-06-12T00:00:00Z,12.7061,-43.8186
1101577,2026-06-12T01:00:00Z,12.7005,-43.8376
1101577,2026-06-12T01:59:00Z,12.6971,-43.8534
1101577,2026-06-12T02:59:00Z,12.6926,-43.8695
1101577,2026-06-12T03:59:00Z,12.6896,-43.8847
1101577,2026-06-12T04:59:00Z,12.6879,-43.8978
1101577,2026-06-12T05:59:00Z,12.6856,-43.9107
1101577,2026-06-12T07:00:00Z,12.6857,-43.9242
1101577,2026-06-12T07:59:00Z,12.6867,-43.936
1101577,2026-06-12T08:59:00Z,12.6847,-43.9484
1101577,2026-06-12T10:00:00Z,12.6806,-43.9621
1101577,2026-06-12T10:59:00Z,12.6749,-43.9766
1101577,2026-06-12T11:59:00Z,12.6691,-43.9912
1101577,2026-06-12T12:59:00Z,12.6637,-44.0063
1101577,2026-06-12T13:59:00Z,12.6614,-44.022
1101577,2026-06-12T14:59:00Z,12.6594,-44.0381
1101577,2026-06-12T16:00:00Z,12.6587,-44.0551
1101577,2026-06-12T16:59:00Z,12.659,-44.0714
1101577,2026-06-12T18:00:00Z,12.6589,-44.0873
1101577,2026-06-12T19:00:00Z,12.6576,-44.1019
1101577,2026-06-12T19:59:00Z,12.6558,-44.1142
1101577,2026-06-12T20:59:00Z,12.6518,-44.1279
1101577,2026-06-12T22:00:00Z,12.6476,-44.1422
1101577,2026-06-12T22:59:00Z,12.6448,-44.1552
1101577,2026-06-12T23:59:00Z,12.6433,-44.1684
1101577,2026-06-13T00:59:00Z,12.6397,-44.1807
1101577,2026-06-13T01:59:00Z,12.634,-44.1943
1101577,2026-06-13T02:59:00Z,12.6284,-44.2086
1101577,2026-06-13T04:00:00Z,12.6247,-44.2235
1101577,2026-06-13T04:59:00Z,12.6201,-44.2369
1101577,2026-06-13T05:59:00Z,12.6168,-44.2503
1101577,2026-06-13T07:00:00Z,12.614,-44.2633
1101577,2026-06-13T07:59:00Z,12.6124,-44.2768
1101577,2026-06-13T09:00:00Z,12.6115,-44.2902
1101577,2026-06-13T09:59:00Z,12.6102,-44.3026
1101577,2026-06-13T10:59:00Z,12.6082,-44.3156
1101577,2026-06-13T11:59:00Z,12.6051,-44.329
1101577,2026-06-13T12:59:00Z,12.6034,-44.343
1101577,2026-06-13T13:59:00Z,12.5977,-44.3576
1101577,2026-06-13T14:59:00Z,12.5911,-44.3736
1101577,2026-06-13T15:59:00Z,12.5857,-44.3899
1101577,2026-06-13T17:00:00Z,12.5812,-44.4077
1101577,2026-06-13T17:59:00Z,12.5785,-44.4267
1101577,2026-06-13T18:59:00Z,12.5768,-44.4469
1101577,2026-06-13T20:00:00Z,12.576,-44.4668
1101577,2026-06-13T20:59:00Z,12.574,-44.4857
1101577,2026-06-13T21:59:00Z,12.5737,-44.504
1101577,2026-06-13T22:59:00Z,12.5737,-44.5209
1101577,2026-06-13T23:59:00Z,12.5744,-44.5373
1101577,2026-06-14T01:00:00Z,12.5749,-44.5534
1101577,2026-06-14T01:59:00Z,12.5736,-44.5676
1101577,2026-06-14T02:59:00Z,12.5705,-44.5818
1101577,2026-06-14T04:00:00Z,12.5693,-44.5933
1101577,2026-06-14T04:59:00Z,12.5706,-44.6055
1101577,2026-06-14T06:00:00Z,12.5694,-44.6174
1101577,2026-06-14T06:59:00Z,12.5672,-44.6293
1101577,2026-06-14T07:59:00Z,12.5649,-44.6422
1101577,2026-06-14T08:59:00Z,12.5633,-44.6558
1101577,2026-06-14T09:59:00Z,12.563,-44.6698
1101577,2026-06-14T10:59:00Z,12.5629,-44.6826
1101577,2026-06-14T11:59:00Z,12.5634,-44.6949
1101577,2026-06-14T12:59:00Z,12.5628,-44.7074
1101577,2026-06-14T13:59:00Z,12.5629,-44.7205
1101577,2026-06-14T14:59:00Z,12.5631,-44.7333
1101577,2026-06-14T15:59:00Z,12.5636,-44.7459
1101577,2026-06-14T16:59:00Z,12.564,-44.7592
1101577,2026-06-14T17:59:00Z,12.5642,-44.7721
1101577,2026-06-14T18:59:00Z,12.5632,-44.7855
1101577,2026-06-14T19:59:00Z,12.5632,-44.7998
1101577,2026-06-14T20:59:00Z,12.5642,-44.8151
1101577,2026-06-14T21:59:00Z,12.5668,-44.8294
1101577,2026-06-14T22:59:00Z,12.5687,-44.8431
1101577,2026-06-14T23:59:00Z,12.5696,-44.8564
1101577,2026-06-15T00:59:00Z,12.5707,-44.8695
1101577,2026-06-15T01:59:00Z,12.5723,-44.8819
1101577,2026-06-15T02:59:00Z,12.5742,-44.8926
1101577,2026-06-15T04:00:00Z,12.575,-44.9026
1101577,2026-06-15T04:59:00Z,12.5752,-44.9123
1101577,2026-06-15T05:59:00Z,12.5741,-44.9228
1101577,2026-06-15T06:59:00Z,12.573,-44.9339
1101577,2026-06-15T07:59:00Z,12.5716,-44.9452
1101577,2026-06-15T09:00:00Z,12.5702,-44.9559
1101577,2026-06-15T09:59:00Z,12.5707,-44.9677
1101577,2026-06-15T10:59:00Z,12.5716,-44.9804
1101577,2026-06-15T12:00:00Z,12.5727,-44.9922
1101577,2026-06-15T12:59:00Z,12.5745,-45.0042
1101577,2026-06-15T13:59:00Z,12.5733,-45.0147
1101577,2026-06-15T14:59:00Z,12.5715,-45.0271
1101577,2026-06-15T16:00:00Z,12.5688,-45.0412
1101577,2026-06-15T16:59:00Z,12.5657,-45.0555
1101577,2026-06-15T18:00:00Z,12.5612,-45.0716
1101577,2026-06-15T18:59:00Z,12.5597,-45.0875
1101577,2026-06-15T19:59:00Z,12.5598,-45.103
1101577,2026-06-15T20:59:00Z,12.5617,-45.1188
1101577,2026-06-15T21:59:00Z,12.5643,-45.1351
1101577,2026-06-15T22:59:00Z,12.5684,-45.1504
1101577,2026-06-16T00:00:00Z,12.573,-45.1646
1101577,2026-06-16T00:59:00Z,12.5756,-45.178
1101577,2026-06-16T01:59:00Z,12.577,-45.1917
1101577,2026-06-16T02:59:00Z,12.5792,-45.204
1101577,2026-06-16T04:00:00Z,12.5796,-45.2149
1101577,2026-06-16T04:59:00Z,12.5791,-45.2268
1101577,2026-06-16T06:00:00Z,12.5773,-45.24
1101577,2026-06-16T07:00:00Z,12.5764,-45.2537
1101577,2026-06-16T07:59:00Z,12.5769,-45.2682
1101577,2026-06-16T09:00:00Z,12.5794,-45.2835
1101577,2026-06-16T09:59:00Z,12.58,-45.2964
1101577,2026-06-16T10:59:00Z,12.5824,-45.3089
1101577,2026-06-16T12:00:00Z,12.5864,-45.3214
1101577,2026-06-16T12:59:00Z,12.5903,-45.3335
1101577,2026-06-16T13:59:00Z,12.5922,-45.3464
1101577,2026-06-16T14:59:00Z,12.5938,-45.3598
1101577,2026-06-16T15:59:00Z,12.5932,-45.3739
1101577,2026-06-16T16:59:00Z,12.5916,-45.3892
1101577,2026-06-16T17:59:00Z,12.5902,-45.4036
1101577,2026-06-16T18:59:00Z,12.5881,-45.4183
1101577,2026-06-16T19:59:00Z,12.5879,-45.4328
1101577,2026-06-16T20:59:00Z,12.5887,-45.4458
1101577,2026-06-16T21:59:00Z,12.589,-45.4574
1101577,2026-06-16T22:59:00Z,12.589,-45.4666
1101577,2026-06-16T23:59:00Z,12.5896,-45.4765
1101577,2026-06-17T00:59:00Z,12.5904,-45.4859
1101577,2026-06-17T01:59:00Z,12.5885,-45.4959
1101577,2026-06-17T02:59:00Z,12.586,-45.5071
1101577,2026-06-17T04:00:00Z,12.5828,-45.5188
1101577,2026-06-17T04:59:00Z,12.579,-45.5309
1101577,2026-06-17T05:59:00Z,12.5732,-45.5425
1101577,2026-06-17T06:59:00Z,12.566,-45.5552
1101577,2026-06-17T07:59:00Z,12.5601,-45.5666
1101577,2026-06-17T09:00:00Z,12.5547,-45.5777
1101577,2026-06-17T09:59:00Z,12.5482,-45.5874
1101577,2026-06-17T10:59:00Z,12.5446,-45.5978
1101577,2026-06-17T12:00:00Z,12.543,-45.6081
1101577,2026-06-17T12:59:00Z,12.5408,-45.6173
1101577,2026-06-17T13:59:00Z,12.538,-45.6275
1101577,2026-06-17T14:59:00Z,12.533,-45.6397
1101577,2026-06-17T15:59:00Z,12.5255,-45.6537
1101577,2026-06-17T17:00:00Z,12.5166,-45.6688
1101577,2026-06-17T17:59:00Z,12.5074,-45.6844
1101577,2026-06-17T19:00:00Z,12.4985,-45.7002
1101577,2026-06-17T19:59:00Z,12.4904,-45.7163
1101577,2026-06-17T21:00:00Z,12.4828,-45.7321
1101577,2026-06-17T21:59:00Z,12.476,-45.7472
1101577,2026-06-17T23:00:00Z,12.4697,-45.7618
1101577,2026-06-17T23:59:00Z,12.4662,-45.777
1101577,2026-06-18T00:59:00Z,12.4632,-45.7926
1101577,2026-06-18T02:00:00Z,12.4619,-45.8094
1101577,2026-06-18T02:59:00Z,12.4578,-45.8247
1101577,2026-06-18T03:59:00Z,12.4529,-45.8371
1101577,2026-06-18T04:59:00Z,12.4475,-45.8485
1101577,2026-06-18T05:59:00Z,12.4411,-45.8593
1101577,2026-06-18T06:59:00Z,12.4344,-45.87
1101577,2026-06-18T07:59:00Z,12.4263,-45.8803
1101577,2026-06-18T09:00:00Z,12.4179,-45.8902
1101577,2026-06-18T09:59:00Z,12.4107,-45.9006
1101577,2026-06-18T10:59:00Z,12.4036,-45.912
1101577,2026-06-18T12:00:00Z,12.3967,-45.9256
1101577,2026-06-18T12:59:00Z,12.3889,-45.94
1101577,2026-06-18T13:59:00Z,12.3811,-45.9546
1101577,2026-06-18T15:00:00Z,12.3738,-45.9691
1101577,2026-06-18T16:00:00Z,12.3671,-45.9855
1101577,2026-06-18T16:59:00Z,12.3607,-46.0012
1101577,2026-06-18T18:00:00Z,12.3561,-46.0156
1101577,2026-06-18T18:59:00Z,12.3501,-46.0296
1101577,2026-06-18T19:59:00Z,12.3452,-46.0432
1101577,2026-06-18T20:59:00Z,12.3393,-46.0584
1101577,2026-06-18T21:59:00Z,12.3303,-46.0726
1101577,2026-06-18T22:59:00Z,12.3205,-46.0872
1101577,2026-06-18T23:59:00Z,12.311,-46.1025
1101577,2026-06-19T00:59:00Z,12.3036,-46.1172
1101577,2026-06-19T01:59:00Z,12.2962,-46.1308
1101577,2026-06-19T03:00:00Z,12.2894,-46.1443
1101577,2026-06-19T03:59:00Z,12.283,-46.1562
1101577,2026-06-19T04:59:00Z,12.2768,-46.1672
1101577,2026-06-19T06:00:00Z,12.2725,-46.1772
1101577,2026-06-19T06:59:00Z,12.2675,-46.1869
1101577,2026-06-19T07:59:00Z,12.2627,-46.1972
1101577,2026-06-19T08:59:00Z,12.255,-46.207
1101577,2026-06-19T10:00:00Z,12.246,-46.2185
1101577,2026-06-19T10:59:00Z,12.2375,-46.2302
1101577,2026-06-19T11:59:00Z,12.2296,-46.2414
1101577,2026-06-19T12:59:00Z,12.2224,-46.2545
1101577,2026-06-19T13:59:00Z,12.2158,-46.2667
1101577,2026-06-19T14:59:00Z,12.2098,-46.2798
1101577,2026-06-19T16:00:00Z,12.2028,-46.294
1101577,2026-06-19T16:59:00Z,12.1932,-46.3086
1101577,2026-06-19T17:59:00Z,12.1799,-46.3231
1101577,2026-06-19T18:59:00Z,12.1688,-46.3366
1101577,2026-06-19T19:59:00Z,12.1602,-46.3499
1101577,2026-06-19T21:00:00Z,12.1512,-46.3639
1101577,2026-06-19T21:59:00Z,12.1418,-46.3779
1101577,2026-06-19T22:59:00Z,12.1348,-46.3905
1101577,2026-06-19T23:59:00Z,12.1271,-46.4046
1101577,2026-06-20T00:59:00Z,12.1206,-46.4188
1101577,2026-06-20T01:59:00Z,12.1134,-46.4323
1101577,2026-06-20T03:00:00Z,12.1056,-46.4464
1101577,2026-06-20T03:59:00Z,12.0979,-46.4605
1101577,2026-06-20T05:00:00Z,12.0909,-46.4724
1101577,2026-06-20T05:59:00Z,12.084,-46.4832
1101577,2026-06-20T06:59:00Z,12.0747,-46.4939
1101577,2026-06-20T08:00:00Z,12.0647,-46.505
1101577,2026-06-20T08:59:00Z,12.0554,-46.5161
1101577,2026-06-20T09:59:00Z,12.0468,-46.5284
1101577,2026-06-20T10:59:00Z,12.0377,-46.541
1101577,2026-06-20T12:00:00Z,12.031,-46.5544
1101577,2026-06-20T12:59:00Z,12.0272,-46.5668
1101577,2026-06-20T13:59:00Z,12.0215,-46.5783
1101577,2026-06-20T14:59:00Z,12.0134,-46.5899
1101577,2026-06-20T16:00:00Z,12.0034,-46.6013
1101577,2026-06-20T16:59:00Z,11.9915,-46.6128
1101577,2026-06-20T17:59:00Z,11.9807,-46.6247
1101577,2026-06-20T18:59:00Z,11.9692,-46.6371
1101577,2026-06-20T19:59:00Z,11.9589,-46.6496
1101577,2026-06-20T20:59:00Z,11.9505,-46.6639
1101577,2026-06-20T21:59:00Z,11.9386,-46.6791
1101577,2026-06-20T23:00:00Z,11.9258,-46.6952
1101577,2026-06-25T04:59:00Z,11.2205,-48.2302
1101577,2026-06-25T05:59:00Z,11.2189,-48.2438
1101577,2026-06-25T06:59:00Z,11.2166,-48.2581
1101577,2026-06-25T08:00:00Z,11.2165,-48.2728
1101577,2026-06-25T08:59:00Z,11.2163,-48.2863
1101577,2026-06-25T09:59:00Z,11.216,-48.3007
1101577,2026-06-25T10:59:00Z,11.2138,-48.3168
1101577,2026-06-25T11:59:00Z,11.2103,-48.3329
1101577,2026-06-25T12:59:00Z,11.2075,-48.3486
1101577,2026-06-25T13:59:00Z,11.2051,-48.3629
1101577,2026-06-25T14:59:00Z,11.2018,-48.3764
1101577,2026-06-25T15:59:00Z,11.2008,-48.3874
1101577,2026-06-25T16:59:00Z,11.1979,-48.3955
1101577,2026-06-25T17:59:00Z,11.1936,-48.4025
1101577,2026-06-25T18:59:00Z,11.189,-48.4101
1101577,2026-06-25T19:59:00Z,11.1833,-48.4187
1101577,2026-06-25T20:59:00Z,11.1778,-48.4286
1101577,2026-06-25T21:59:00Z,11.1719,-48.4375
1101577,2026-06-25T22:59:00Z,11.1667,-48.4459
1101577,2026-06-25T23:59:00Z,11.1618,-48.4551
1101577,2026-06-26T00:59:00Z,11.1573,-48.4632
1101577,2026-06-26T01:59:00Z,11.1506,-48.4709
1101577,2026-06-26T02:59:00Z,11.1418,-48.4777
1101577,2026-06-26T03:59:00Z,11.1313,-48.4828
1101577,2026-06-26T05:00:00Z,11.1192,-48.488
1101577,2026-06-26T05:59:00Z,11.108,-48.4949
1101577,2026-06-26T06:59:00Z,11.0956,-48.5026
1101577,2026-06-26T08:00:00Z,11.0836,-48.5077
1101577,2026-06-26T08:59:00Z,11.0713,-48.5137
1101577,2026-06-26T10:00:00Z,11.0613,-48.5221
1101577,2026-06-26T10:59:00Z,11.0516,-48.5309
1101577,2026-06-26T11:59:00Z,11.0489,-48.54
1101577,2026-06-26T12:59:00Z,11.0494,-48.5476
1101577,2026-06-26T13:59:00Z,11.0517,-48.5546
1101577,2026-06-26T14:59:00Z,11.0553,-48.5596
1101577,2026-06-26T16:00:00Z,11.0586,-48.5653
1101577,2026-06-26T16:59:00Z,11.0605,-48.5724
1101577,2026-06-26T18:00:00Z,11.0617,-48.5791
1101577,2026-06-26T18:59:00Z,11.0637,-48.586
1101577,2026-06-26T19:59:00Z,11.0649,-48.5919
1101577,2026-06-26T20:59:00Z,11.0663,-48.5975
1101577,2026-06-26T21:59:00Z,11.0665,-48.6027
1101577,2026-06-26T23:00:00Z,11.0666,-48.6089
1101577,2026-06-26T23:59:00Z,11.0658,-48.6169
1101577,2026-06-27T01:00:00Z,11.0652,-48.6254
1101577,2026-06-27T01:59:00Z,11.0671,-48.6335
1101577,2026-06-27T03:00:00Z,11.0702,-48.6413
1101577,2026-06-27T03:59:00Z,11.0738,-48.6507
1101577,2026-06-27T05:00:00Z,11.076,-48.6629
1101577,2026-06-27T05:59:00Z,11.0766,-48.6748
1101577,2026-06-27T06:59:00Z,11.0751,-48.6874
1101577,2026-06-27T08:00:00Z,11.0712,-48.7018
1101577,2026-06-27T08:59:00Z,11.0662,-48.7194
1101577,2026-06-27T09:59:00Z,11.0628,-48.7366
1101577,2026-06-27T10:59:00Z,11.0591,-48.7509
1101577,2026-06-27T11:59:00Z,11.0537,-48.7617
1101577,2026-06-27T12:59:00Z,11.048,-48.7716
1101577,2026-06-27T14:00:00Z,11.0432,-48.7819
1101577,2026-06-27T14:59:00Z,11.0383,-48.793
1101577,2026-06-27T15:59:00Z,11.0341,-48.8038
1101577,2026-06-27T17:00:00Z,11.0282,-48.8144
1101577,2026-06-27T17:59:00Z,11.021,-48.8253
1101577,2026-06-27T18:59:00Z,11.0129,-48.8387
1101577,2026-06-27T19:59:00Z,11.0066,-48.856
1101577,2026-06-27T21:00:00Z,11.0014,-48.8739
1101577,2026-06-27T21:59:00Z,10.9964,-48.8881
1101577,2026-06-27T22:59:00Z,10.9938,-48.9022
1101577,2026-06-28T00:00:00Z,10.9899,-48.9171
1101577,2026-06-28T00:59:00Z,10.9871,-48.931
1101577,2026-06-28T01:59:00Z,10.9855,-48.9444
1101577,2026-06-28T03:00:00Z,10.9836,-48.9567
1101577,2026-06-28T03:59:00Z,10.9791,-48.9689
1101577,2026-06-28T04:59:00Z,10.9731,-48.9845
